file,sample_mean_intensity,mean_intensity_0_500,mean_intensity_500_1000,mean_intensity_1000_1500,mean_intensity_1500_2000
X-049501.tif,35.077516126574565,0.0,31.60649175016861,151.64680819443106,0.008933664129492244
X-049502.tif,44.632674296757806,0.0,79.31985767213862,153.04030264477885,1.2725189238486092
X-049503.tif,47.83465750398024,0.0,91.21669558020395,157.43941149533615,1.7002849910589144
X-049504.tif,50.03250646196664,0.0,103.03722626965319,158.98977664806463,1.8358467115154296
X-049505.tif,33.962487524572744,0.0,64.52180906055054,111.81821098768582,0.10023379559843232
X-049506.tif,44.77388858070274,0.0,104.14467318420326,131.42137552057443,2.1393721623860813
X-049507.tif,48.50982464661978,0.0,110.30666920100926,144.43899903560416,1.9951019007569386
X-049508.tif,56.46765945929789,0.0,123.46127174217003,171.8310380313199,2.7054920535048472
X-049509.tif,58.15825664083964,0.0,119.68617332245424,186.55277680223404,2.472316030200995
X-049510.tif,48.05202895336135,0.0,97.26445465316735,152.07336101705386,1.4654610939842658
X-049511.tif,61.49880097340998,0.0,106.87999134678272,217.48533920276367,1.2322696472192876
X-049512.tif,56.23134151439298,0.0,96.24493127758078,200.87455847275487,0.40258344521170597
X-049513.tif,49.98713166302924,0.0,92.89777034511647,172.50390490097973,0.018622093970352097
X-049514.tif,47.13346478525541,0.0,79.90668633264498,169.81141853462697,0.07991557550097483
X-049515.tif,39.45861839961657,0.0,72.94006483948738,135.48429216412316,0.5492766838541486
X-049516.tif,42.51977130334392,0.0,102.51095292238082,121.55206669232204,0.7179320015859688
X-049517.tif,36.59332308557481,0.0,92.16132791866747,98.97242070578231,0.17993970088035213
X-049518.tif,49.67519183023349,0.0,100.31539491793946,162.62319437086913,0.5599398098868728
X-049519.tif,48.17819452955863,0.0,93.40017289345725,161.8475315442851,1.4269956668923494
X-049520.tif,38.430369191671424,0.0,89.71995293528303,113.56028469025071,0.3565426874358913
X-049521.tif,40.08393988128229,0.0,75.52530224958454,135.5730383444307,0.46737968570504457
X-049522.tif,41.45162621579045,0.0,81.10230996626082,137.84518855801673,0.14518802992518703
X-049523.tif,41.726645814646155,0.0,86.98397875644893,132.62607902362973,0.4123532975108747
X-049524.tif,40.812348179730485,0.0,93.75278848253775,119.30566293121855,0.6508063077626963
X-049525.tif,46.123170112503296,0.0,103.97354247558911,140.39772111112526,0.4136720219984469
X-049526.tif,58.700518348890476,0.0,149.69971061536535,167.43296637423236,1.308361022684547
X-049527.tif,65.90858593108202,0.0,132.46575740270728,224.757239107445,2.195416309750423
X-049528.tif,65.13904276711051,0.0,154.75751900909475,190.4227692999154,1.4296930388113367
X-049529.tif,55.56451392040387,0.0,131.18231835176817,158.6872978007997,1.38496666147375
X-049530.tif,63.1294707598074,0.0,134.29645476805692,207.3268355091384,1.8719874321892882
X-049531.tif,51.15112713351136,0.0,101.3553288968396,171.73958147883124,0.6000635301132976
X-049532.tif,46.577407624853315,0.0,92.15015093835649,152.1758151391276,1.2579792818321178
X-049533.tif,54.103444089185864,0.0,115.38359580631318,166.76260680907876,1.5201007772267785
X-049534.tif,58.82519221602529,0.0,116.67632185335974,194.03763363304265,1.906638380831724
X-049535.tif,45.80662462272024,0.0,86.80123378762396,153.0093660267935,1.0580993446616018
X-049536.tif,66.66626578774768,0.0,137.2275313033741,219.00144134646925,1.6020864165413025
X-049537.tif,53.47042190506055,0.0,116.64501624971828,160.88435749380213,2.1837001014198782
X-049538.tif,72.15040130853208,0.0,149.3772736205727,231.63913015423634,1.8387527794980683
X-049539.tif,64.52077546351471,0.0,133.68430591494027,205.45728761036412,2.634993629176525
X-049540.tif,61.276975159879214,0.0,121.54639721027026,197.5573689361343,2.529137624792598
X-049541.tif,62.713068840758574,0.0,128.33783127917374,192.51060307273755,2.379699593556137
X-049542.tif,59.87064101430045,0.0,120.28080561403509,186.20019939259913,2.963135473979065
X-049543.tif,66.74133010725276,0.0,130.35243535353536,215.8669570649019,2.346508429118774
X-049544.tif,53.12572381384018,0.0,118.38650218521144,155.68056111504842,0.5803494094023152
X-049545.tif,52.82266192801407,0.0,105.42361247765382,175.9384180149804,0.3348705505645946
X-049546.tif,66.40972819702917,0.0,139.64952376630876,211.94156443952056,1.1631580256225913
X-049547.tif,59.98584859854336,0.0,129.79991542180323,186.45750810974135,1.8946207638385304
X-049548.tif,65.14369903426707,0.0,135.52727162935324,207.85193062189055,2.360430024875622
X-049549.tif,62.97789002544489,0.0,143.12073804214654,192.01320181328106,2.1337449277137956
X-049550.tif,63.39269727351306,0.0,134.7225057343555,204.05046414330334,1.880873202227078
X-049551.tif,52.71337896259715,0.0,121.15841791330115,157.29380847631793,1.6970388806576495
X-049552.tif,59.380012315959014,0.0,120.84341876574689,192.0938646996327,1.9149160185775431
X-049553.tif,55.82972484103705,0.0,94.52332848642727,201.86121814037477,2.4816703709185637
X-049554.tif,58.29587953936981,0.0,116.28678134938049,198.79628628797124,1.481212194080905
X-049555.tif,55.80845774088842,0.0,108.13341143156529,185.84972915523178,2.293031697520084
X-049556.tif,62.768453473399134,0.0,127.12863374758761,215.83120974542416,0.337969809836388
X-049557.tif,55.08916754736924,0.0,117.83931583747489,171.05193039547424,0.5544521121920271
X-049558.tif,49.3751633820723,0.0,110.70591562403855,147.29417017485386,0.8732524100092298
X-049559.tif,61.26697507952768,0.0,130.68390280286695,193.78217201794766,0.9947260519653737
