filename,status,source_sheet,plot no,block/rep,bay,row,Treatment Simple,Variety,2023-11-20 00:00:00,2023-11-27 00:00:00,2023-11-30 00:00:00,2023-12-14 00:00:00,comp disp,f at break,spike angle,ped curvature ,leaf sheath cover,spike Length,spike weight,ped length,internode Length,dist from break,ped dm b,ped dm m,ped dm t,dm at node 2,freq of break at spike,brk at node 2,mean_wall_thickness_mm,median_wall_thickness_mm,mean_per_mm_intensity,median_per_mm_intensity
X-040984.tif,success,Cooke Plains 2023,3119,1,1,7,37,Maximus CL,0,0.0,0,0.0,29.6975,1.095,155.0,157.4,0.04,6.26,1.004,11.0,11.04,1.1,1.768,1.6375,0.9,2.322,0.0,1.0,0.3457622042848782,0.3319065860260389,2664.4901211910683,2630.790602655771
X-040985.tif,success,Cooke Plains 2023,3119,1,1,7,37,Maximus CL,0,0.0,0,0.0,29.6975,1.095,155.0,157.4,0.04,6.26,1.004,11.0,11.04,1.1,1.768,1.6375,0.9,2.322,0.0,1.0,0.3875013458086352,0.3763014959625224,2807.1092000680537,2774.887640449438
X-040986.tif,success,Cooke Plains 2023,3122,1,1,8,37,Zena CL,0,0.0,0,0.0,27.95,0.484,90.2,175.0,0.32,6.840000000000001,1.045,8.95,12.02,7.575,1.6075,1.445,1.06,1.908,1.0,0.0,0.3199679525643596,0.3089753688623384,2551.7641849313727,2495.910569105691
X-040987.tif,success,Cooke Plains 2023,3122,1,1,8,37,Zena CL,0,0.0,0,0.0,27.95,0.484,90.2,175.0,0.32,6.840000000000001,1.045,8.95,12.02,7.575,1.6075,1.445,1.06,1.908,1.0,0.0,0.3744762011846547,0.3511556712289284,2634.9275284854048,2559.763055812876
X-040988.tif,success,Cooke Plains 2023,3122,1,1,8,37,Zena CL,0,0.0,0,0.0,27.95,0.484,90.2,175.0,0.32,6.840000000000001,1.045,8.95,12.02,7.575,1.6075,1.445,1.06,1.908,1.0,0.0,0.3158935563553438,0.3116770711945745,2506.5508246767263,2482.4195804195806
X-040989.tif,success,Cooke Plains 2023,3122,1,1,8,37,Zena CL,0,0.0,0,0.0,27.95,0.484,90.2,175.0,0.32,6.840000000000001,1.045,8.95,12.02,7.575,1.6075,1.445,1.06,1.908,1.0,0.0,0.3359773377912317,0.3400747991967685,2585.582470414923,2535.9290252134206
X-040990.tif,success,Cooke Plains 2023,3122,1,1,8,37,Zena CL,0,0.0,0,0.0,27.95,0.484,90.2,175.0,0.32,6.840000000000001,1.045,8.95,12.02,7.575,1.6075,1.445,1.06,1.908,1.0,0.0,0.3140733590130443,0.3130852105671291,2526.87528178336,2475.3572164948455
X-040991.tif,success,Cooke Plains 2023,3125,1,1,9,37,Laperouse,0,0.0,0,0.0,12.686666666666667,0.5666666666666667,64.66666666666667,171.33333333333334,0.3,5.2,0.94,11.7,9.633333333333333,4.933333333333333,1.5233333333333334,1.3533333333333333,0.9333333333333332,1.8966666666666667,1.0,0.0,0.3579725946145559,0.3567751287627974,2878.0934516369225,2875.144034728319
X-040992.tif,success,Cooke Plains 2023,3125,1,1,9,37,Laperouse,0,0.0,0,0.0,12.686666666666667,0.5666666666666667,64.66666666666667,171.33333333333334,0.3,5.2,0.94,11.7,9.633333333333333,4.933333333333333,1.5233333333333334,1.3533333333333333,0.9333333333333332,1.8966666666666667,1.0,0.0,0.3140874129968597,0.3037427499232716,2674.974201431077,2658.282346491228
X-040993.tif,success,Cooke Plains 2023,3125,1,1,9,37,Laperouse,0,0.0,0,0.0,12.686666666666667,0.5666666666666667,64.66666666666667,171.33333333333334,0.3,5.2,0.94,11.7,9.633333333333333,4.933333333333333,1.5233333333333334,1.3533333333333333,0.9333333333333332,1.8966666666666667,1.0,0.0,0.3289487491519759,0.3317519804413512,2741.6537151894913,2766.8374366018597
X-040994.tif,success,Cooke Plains 2023,3125,1,1,9,37,Laperouse,0,0.0,0,0.0,12.686666666666667,0.5666666666666667,64.66666666666667,171.33333333333334,0.3,5.2,0.94,11.7,9.633333333333333,4.933333333333333,1.5233333333333334,1.3533333333333333,0.9333333333333332,1.8966666666666667,1.0,0.0,0.3396503528164404,0.334571782639175,2885.9190900090575,2888.0054054054053
X-040995.tif,success,Cooke Plains 2023,3125,1,1,9,37,Laperouse,0,0.0,0,0.0,12.686666666666667,0.5666666666666667,64.66666666666667,171.33333333333334,0.3,5.2,0.94,11.7,9.633333333333333,4.933333333333333,1.5233333333333334,1.3533333333333333,0.9333333333333332,1.8966666666666667,1.0,0.0,0.31231939642228,0.3144044924677602,2535.8454413746153,2510.578431372549
X-040996.tif,success,Cooke Plains 2023,3128,1,1,10,37,Schooner,0,0.0,0,17.333333333333332,21.634,0.458,68.2,165.2,0.0,4.84,0.89,13.675,12.66,4.4,1.458,1.41,1.0625,2.064,2.0,0.0,0.295813811587608,0.2957347561740961,2491.552190809104,2464.6605218377763
X-040997.tif,success,Cooke Plains 2023,3128,1,1,10,37,Schooner,0,0.0,0,17.333333333333332,21.634,0.458,68.2,165.2,0.0,4.84,0.89,13.675,12.66,4.4,1.458,1.41,1.0625,2.064,2.0,0.0,0.2747203105282943,0.27367338550527,2463.6143635877743,2424.904347826087
X-040998.tif,success,Cooke Plains 2023,3128,1,1,10,37,Schooner,0,0.0,0,17.333333333333332,21.634,0.458,68.2,165.2,0.0,4.84,0.89,13.675,12.66,4.4,1.458,1.41,1.0625,2.064,2.0,0.0,0.2441759863357334,0.2440014303973635,2445.117355396987,2435.7321428571427
X-040999.tif,success,Cooke Plains 2023,3128,1,1,10,37,Schooner,0,0.0,0,17.333333333333332,21.634,0.458,68.2,165.2,0.0,4.84,0.89,13.675,12.66,4.4,1.458,1.41,1.0625,2.064,2.0,0.0,0.2853438530802253,0.2995217757885757,2417.481857531709,2399.759259259259
X-041000.tif,success,Cooke Plains 2023,3128,1,1,10,37,Schooner,0,0.0,0,17.333333333333332,21.634,0.458,68.2,165.2,0.0,4.84,0.89,13.675,12.66,4.4,1.458,1.41,1.0625,2.064,2.0,0.0,0.2742625728005105,0.2707380120425434,2602.670216989455,2550.088888888889
X-042001.tif,success,Cooke Plains 2023,3131,2,1,11,UTC,Laperouse,0,0.0,0,0.0,36.485,0.4525,70.0,177.5,0.25,5.574999999999999,0.855,13.25,11.875,1.6,1.885,1.7125,1.035,2.33,3.0,0.0,0.3211994916606845,0.3232442067342204,2774.0634525885657,2785.6105263157897
X-042002.tif,success,Cooke Plains 2023,3131,2,1,11,UTC,Laperouse,0,0.0,0,0.0,36.485,0.4525,70.0,177.5,0.25,5.574999999999999,0.855,13.25,11.875,1.6,1.885,1.7125,1.035,2.33,3.0,0.0,0.3345243511363416,0.3332088350439603,2890.662431971233,2918.629268292683
X-042003.tif,success,Cooke Plains 2023,3131,2,1,11,UTC,Laperouse,0,0.0,0,0.0,36.485,0.4525,70.0,177.5,0.25,5.574999999999999,0.855,13.25,11.875,1.6,1.885,1.7125,1.035,2.33,3.0,0.0,0.3411515574814139,0.3324851594827929,2829.1444913538576,2791.018701737452
X-042004.tif,success,Cooke Plains 2023,3131,2,1,11,UTC,Laperouse,0,0.0,0,0.0,36.485,0.4525,70.0,177.5,0.25,5.574999999999999,0.855,13.25,11.875,1.6,1.885,1.7125,1.035,2.33,3.0,0.0,0.3300413304742983,0.3158243983768546,2747.132228457592,2723.0207664843856
X-042005.tif,success,Cooke Plains 2023,3131,2,1,11,UTC,Laperouse,0,0.0,0,0.0,36.485,0.4525,70.0,177.5,0.25,5.574999999999999,0.855,13.25,11.875,1.6,1.885,1.7125,1.035,2.33,3.0,0.0,0.3885065960544539,0.3871208371277485,3153.5525002392274,3136.988453299872
X-042006.tif,success,Cooke Plains 2023,3134,2,1,12,UTC,Minotaur,0,0.0,0,0.0,9.2775,0.41,122.25,174.75,0.025,6.25,1.0975,13.85,10.225,3.1500000000000004,1.895,1.2999999999999998,1.1275,2.1175,0.0,0.0,0.2586101065810361,0.261880149745459,2471.673248010787,2426.7522935779816
